Timestamp,Antenna_ID,RSSI,Phase,Platform_ID
2025-03-28T19:05:39.9666790+00:00,17,-74.5,2.423689645,K1
2025-03-28T19:05:40.3507120+00:00,9,-56.5,2.086213872,K1
2025-03-28T19:05:40.6161260+00:00,17,-75,5.589825991,K1
2025-03-28T19:05:41.1712540+00:00,9,-57,2.135301257,K1
2025-03-28T19:05:41.7901620+00:00,9,-56,1.951223562,K1
2025-03-28T19:05:42.4881780+00:00,9,-58,1.184233168,K1
2025-03-28T19:05:43.1959640+00:00,9,-58,1.135145783,K1
2025-03-28T19:05:43.8325010+00:00,9,-58,1.239456477,K1
2025-03-28T19:05:44.5127680+00:00,9,-58,1.374446786,K1
2025-03-28T19:05:45.3583100+00:00,9,-71,5.945709534,K1
2025-03-28T19:05:48.4826160+00:00,9,-60,1.607611866,K1
2025-03-28T19:05:48.7533710+00:00,17,-73.5,0.521553468,K1
2025-03-28T19:05:49.2747790+00:00,9,-62,2.810252803,K1
2025-03-28T19:05:49.5830490+00:00,17,-74,0.582912699,K1
2025-03-28T19:05:50.0275730+00:00,9,-61.5,3.086369345,K1
2025-03-28T19:05:50.2927760+00:00,17,-73,3.60178689,K1
2025-03-28T19:05:50.7161290+00:00,9,-62,5.91809788,K1
2025-03-28T19:05:50.9227820+00:00,17,-73.5,0.932660319,K1
2025-03-28T19:05:51.3799260+00:00,9,-62.5,6.040816343,K1
2025-03-28T19:05:51.6496450+00:00,17,-74.5,0.840621472,K1
2025-03-28T19:05:52.0669320+00:00,9,-61.5,6.178874614,K1
2025-03-28T19:05:52.3433070+00:00,17,-73.5,0.539961237,K1
2025-03-28T19:05:52.7287870+00:00,9,-60,1.251728323,K1
2025-03-28T19:05:52.9213730+00:00,9,-60,0.877437011,K1
2025-03-28T19:05:53.1626360+00:00,17,-69.5,2.178252719,K1
2025-03-28T19:05:53.4519210+00:00,1,-60.5,1.736466252,K1
2025-03-28T19:05:53.5811250+00:00,9,-57,2.221204181,K1
2025-03-28T19:05:53.8836040+00:00,17,-68.5,5.908893995,K1
2025-03-28T19:05:54.2561810+00:00,1,-59,4.853515213,K1
2025-03-28T19:05:54.4116270+00:00,9,-59,2.251883797,K1
2025-03-28T19:05:54.6585010+00:00,17,-68,5.752427955,K1
2025-03-28T19:05:55.0329240+00:00,1,-60.5,4.491495747,K1
2025-03-28T19:05:55.1719900+00:00,9,-58.5,2.485048876,K1
2025-03-28T19:05:55.4131250+00:00,17,-68.5,5.908893995,K1
2025-03-28T19:05:55.7684500+00:00,1,-60,4.718524904,K1
2025-03-28T19:05:55.9047350+00:00,9,-60,2.828660573,K1
2025-03-28T19:05:56.1977290+00:00,17,-68.5,5.878214379,K1
2025-03-28T19:05:56.6158440+00:00,9,-59.5,2.435961491,K1
2025-03-28T19:05:56.8436650+00:00,9,-60.5,5.921165841,K1
2025-03-28T19:05:56.9920070+00:00,17,-68.5,5.961049342,K1
2025-03-28T19:05:57.3030200+00:00,1,-62,4.773748212,K1
2025-03-28T19:05:57.4345030+00:00,9,-59,2.638446955,K1
2025-03-28T19:05:57.6786250+00:00,17,-68,5.556078414,K1
2025-03-28T19:05:58.1479120+00:00,9,-62.5,2.481980915,K1
2025-03-28T19:05:58.3691170+00:00,17,-67.5,5.638913376,K1
2025-03-28T19:05:58.7367590+00:00,1,-61,1.116738014,K1
2025-03-28T19:05:58.8779100+00:00,9,-63.5,0.908116626,K1
2025-03-28T19:05:59.5329800+00:00,9,-60.5,1.184233168,K1
2025-03-28T19:05:59.8268650+00:00,17,-73,3.847223816,K1
2025-03-28T19:06:00.3721960+00:00,9,-60,2.116893487,K1
2025-03-28T19:06:00.5804290+00:00,17,-69,4.246058821,K1
2025-03-28T19:06:00.7301100+00:00,17,-70,4.227651051,K1
2025-03-28T19:06:01.2229420+00:00,9,-59.5,1.699650713,K1
2025-03-28T19:06:01.8813860+00:00,9,-59.5,1.718058482,K1
2025-03-28T19:06:02.4490950+00:00,1,-64,3.393165503,K1
2025-03-28T19:06:02.5518980+00:00,9,-59,1.767145868,K1
2025-03-28T19:06:02.8176660+00:00,17,-72,0.889708857,K1
2025-03-28T19:06:03.2076810+00:00,9,-60,1.043106936,K1
2025-03-28T19:06:03.9137410+00:00,9,-58.5,1.521708942,K1
2025-03-28T19:06:04.1287100+00:00,17,-71,0.865165164,K1
2025-03-28T19:06:04.6184450+00:00,9,-59.5,1.828505099,K1
2025-03-28T19:06:04.8271290+00:00,17,-70.5,0.751650586,K1
2025-03-28T19:06:05.2657020+00:00,9,-59.5,1.491029326,K1
2025-03-28T19:06:05.9163210+00:00,9,-60.5,1.491029326,K1
2025-03-28T19:06:06.2485850+00:00,17,-72,0.920388473,K1
2025-03-28T19:06:06.6666130+00:00,9,-64,0.56450493,K1
2025-03-28T19:06:06.8882140+00:00,17,-69.5,5.792311455,K1
2025-03-28T19:06:07.3350840+00:00,9,-68.5,0.325203927,K1
2025-03-28T19:06:07.4777110+00:00,9,-70,0.521553468,K1
2025-03-28T19:06:07.7075150+00:00,17,-74,1.417398248,K1
2025-03-28T19:06:08.1980970+00:00,9,-68,5.773903686,K1
2025-03-28T19:06:08.4046300+00:00,17,-68.5,5.175651178,K1
2025-03-28T19:06:08.5200480+00:00,17,-69,5.141903601,K1
2025-03-28T19:06:08.8739680+00:00,1,-59.5,5.534602683,K1
2025-03-28T19:06:09.0579360+00:00,9,-68,5.810719225,K1
2025-03-28T19:06:09.2301080+00:00,17,-68.5,5.310641488,K1
2025-03-28T19:06:09.5370070+00:00,1,-60.5,5.319845372,K1
2025-03-28T19:06:09.7648230+00:00,9,-70.5,2.742757649,K1
2025-03-28T19:06:09.9208980+00:00,17,-68.5,5.258486141,K1
2025-03-28T19:06:10.2523990+00:00,1,-60,5.583690068,K1
2025-03-28T19:06:10.4519960+00:00,9,-69.5,6.013204689,K1
2025-03-28T19:06:10.6147990+00:00,17,-69,1.929747831,K1
2025-03-28T19:06:10.9477820+00:00,1,-60.5,5.135767678,K1
2025-03-28T19:06:11.0938290+00:00,9,-65.5,4.979301637,K1
2025-03-28T19:06:11.2813460+00:00,17,-69.5,5.246214295,K1
2025-03-28T19:06:11.7955920+00:00,9,-67.5,5.154175447,K1
2025-03-28T19:06:11.9837770+00:00,17,-69.5,5.368932758,K1
2025-03-28T19:06:12.5841510+00:00,9,-68.5,5.669592992,K1
2025-03-28T19:06:12.7791180+00:00,17,-69,5.089748254,K1
2025-03-28T19:06:13.2768680+00:00,9,-69.5,5.933437688,K1
2025-03-28T19:06:13.5240710+00:00,17,-68.5,1.932815793,K1
2025-03-28T19:06:13.9019540+00:00,1,-60.5,5.675728915,K1
2025-03-28T19:06:14.0988100+00:00,9,-69.5,5.988660996,K1
2025-03-28T19:06:14.2534320+00:00,17,-68.5,5.329049257,K1
2025-03-28T19:06:14.5382920+00:00,1,-59.5,5.252350218,K1
2025-03-28T19:06:14.6925860+00:00,9,-65,0.362019466,K1
2025-03-28T19:06:14.9178040+00:00,17,-68,5.095884177,K1
2025-03-28T19:06:15.2273100+00:00,1,-62,4.921010368,K1
2025-03-28T19:06:15.4126240+00:00,9,-62.5,0.300660234,K1
2025-03-28T19:06:15.5927540+00:00,17,-68.5,1.816233253,K1
2025-03-28T19:06:15.8939170+00:00,1,-60,1.626019635,K1
2025-03-28T19:06:16.1018800+00:00,9,-63,0.377359274,K1
2025-03-28T19:06:16.4044130+00:00,17,-68.5,4.939418137,K1
2025-03-28T19:06:16.6167800+00:00,25,-72,1.92667987,K1
2025-03-28T19:06:17.0148820+00:00,9,-64,6.185010537,K1
2025-03-28T19:06:17.2342310+00:00,17,-67.5,5.117359908,K1
2025-03-28T19:06:17.5351700+00:00,1,-62.5,4.878058905,K1
2025-03-28T19:06:17.6998860+00:00,9,-62,0.177941771,K1
2025-03-28T19:06:17.9245530+00:00,17,-67,4.727728788,K1
2025-03-28T19:06:18.2156190+00:00,1,-61,1.607611866,K1
2025-03-28T19:06:18.3437350+00:00,9,-60,0.619728238,K1
2025-03-28T19:06:18.5983810+00:00,17,-67.5,5.172583217,K1
2025-03-28T19:06:18.8790450+00:00,1,-60.5,4.96396183,K1
2025-03-28T19:06:19.0229990+00:00,9,-62.5,5.91809788,K1
2025-03-28T19:06:19.2726810+00:00,17,-66.5,4.976233676,K1
2025-03-28T19:06:19.6546270+00:00,1,-60.5,4.982369599,K1
2025-03-28T19:06:19.7756820+00:00,9,-63,5.761631839,K1
2025-03-28T19:06:19.9831850+00:00,17,-67,5.0222531,K1
2025-03-28T19:06:20.4007520+00:00,1,-61.5,2.319378951,K1
2025-03-28T19:06:20.5454250+00:00,9,-63.5,5.780039609,K1
2025-03-28T19:06:20.7458490+00:00,17,-67.5,5.163379332,K1
2025-03-28T19:06:21.2467370+00:00,9,-64.5,5.853670687,K1
2025-03-28T19:06:21.4429090+00:00,17,-68.5,5.203262833,K1
2025-03-28T19:06:21.6328890+00:00,25,-70.5,2.067806102,K1
2025-03-28T19:06:21.8933120+00:00,1,-61,5.773903686,K1
2025-03-28T19:06:22.0091210+00:00,9,-61.5,0.245436926,K1
2025-03-28T19:06:22.2190770+00:00,17,-65.5,5.025321061,K1
2025-03-28T19:06:22.6158440+00:00,9,-62,5.325981296,K1
2025-03-28T19:06:23.3636210+00:00,9,-68.5,0.813009818,K1
2025-03-28T19:06:23.6968270+00:00,17,-67.5,5.847534763,K1
2025-03-28T19:06:24.0095030+00:00,9,-59.5,3.681553891,K1
2025-03-28T19:06:24.2529540+00:00,9,-69,6.252505691,K1
2025-03-28T19:06:24.5086710+00:00,17,-75,0.497009775,K1
2025-03-28T19:06:24.8683110+00:00,9,-59,3.460660657,K1
2025-03-28T19:06:25.5181300+00:00,9,-56.5,4.246058821,K1
2025-03-28T19:06:26.1859770+00:00,9,-54.5,4.301282129,K1
2025-03-28T19:06:26.8907840+00:00,9,-54,4.313553976,K1
2025-03-28T19:06:27.6234650+00:00,9,-49.5,3.963806356,K1
2025-03-28T19:06:28.5034480+00:00,9,-49,3.736777199,K1
2025-03-28T19:06:29.1131420+00:00,9,-49,3.779728661,K1
2025-03-28T19:06:29.7866470+00:00,9,-49,3.675417968,K1
2025-03-28T19:06:30.4164030+00:00,9,-49,3.755184969,K1
2025-03-28T19:06:31.1442980+00:00,9,-47.5,4.14788405,K1
2025-03-28T19:06:31.8058990+00:00,9,-58,3.546563582,K1
2025-03-28T19:06:32.1265850+00:00,9,-53,6.17273869,K1
2025-03-28T19:06:32.6718220+00:00,9,-54.5,3.614058736,K1
2025-03-28T19:06:33.2781780+00:00,9,-54,3.706097584,K1
2025-03-28T19:06:33.4985640+00:00,17,-72.5,6.240233845,K1
2025-03-28T19:06:33.9076290+00:00,9,-51.5,3.534291735,K1
2025-03-28T19:06:34.1891100+00:00,17,-74.5,6.000932842,K1
2025-03-28T19:06:34.3546230+00:00,25,-71.5,5.565282298,K1
2025-03-28T19:06:34.6665010+00:00,9,-51,2.926835343,K1
2025-03-28T19:06:34.9605530+00:00,17,-75,6.092971689,K1
2025-03-28T19:06:35.3755130+00:00,9,-51,2.859340189,K1
2025-03-28T19:06:35.6046200+00:00,17,-74.5,5.884350302,K1
2025-03-28T19:06:36.2479910+00:00,9,-51,2.951379036,K1
2025-03-28T19:06:36.5207860+00:00,17,-74.5,6.080699843,K1
2025-03-28T19:06:36.8771340+00:00,9,-51,2.932971266,K1
2025-03-28T19:06:37.1512810+00:00,17,-74,5.737088147,K1
2025-03-28T19:06:37.6648090+00:00,9,-51.5,2.951379036,K1
2025-03-28T19:06:38.0206440+00:00,17,-75.5,6.043884304,K1
2025-03-28T19:06:38.1781870+00:00,25,-72.5,5.546874529,K1
2025-03-28T19:06:38.4935940+00:00,9,-51.5,2.957514959,K1
2025-03-28T19:06:38.9006130+00:00,17,-76.5,5.338253142,K1
2025-03-28T19:06:39.3271090+00:00,9,-52,3.337942194,K1
2025-03-28T19:06:39.5904660+00:00,17,-75.5,5.387340527,K1
2025-03-28T19:06:40.1068110+00:00,9,-56.5,3.061825653,K1
2025-03-28T19:06:40.7825420+00:00,9,-53.5,2.736621726,K1
2025-03-28T19:06:41.3747790+00:00,9,-54,2.417553722,K1
2025-03-28T19:06:42.0688660+00:00,9,-56,2.859340189,K1
2025-03-28T19:06:42.5635460+00:00,1,-62.5,1.153553552,K1
2025-03-28T19:06:42.7281320+00:00,9,-55.5,2.755029495,K1
2025-03-28T19:06:43.3412530+00:00,1,-62.5,1.153553552,K1
2025-03-28T19:06:43.4499070+00:00,9,-55.5,2.785709111,K1
2025-03-28T19:06:44.2186460+00:00,9,-55,3.141592654,K1
2025-03-28T19:06:44.9137900+00:00,9,-57,2.656854725,K1
2025-03-28T19:06:45.6894840+00:00,9,-55.5,2.865476112,K1
2025-03-28T19:06:47.0369020+00:00,9,-56.5,1.742602175,K1
2025-03-28T19:06:47.3241660+00:00,17,-74.5,5.902758072,K1
2025-03-28T19:06:47.8479310+00:00,9,-55.5,1.767145868,K1
2025-03-28T19:06:48.5222630+00:00,9,-56,1.681242944,K1
2025-03-28T19:06:49.1508040+00:00,9,-55,1.871456561,K1
2025-03-28T19:06:49.8535540+00:00,9,-56,1.527844865,K1
2025-03-28T19:06:50.5677140+00:00,9,-55.5,1.638291481,K1
2025-03-28T19:06:51.2836420+00:00,9,-55.5,1.638291481,K1
2025-03-28T19:06:51.9970370+00:00,9,-56,1.773281791,K1
2025-03-28T19:06:52.6118130+00:00,9,-55.5,1.711922559,K1
2025-03-28T19:06:53.2137310+00:00,9,-56,1.748738098,K1
2025-03-28T19:06:53.8829150+00:00,9,-55.5,1.681242944,K1
2025-03-28T19:06:54.4853190+00:00,9,-55.5,1.67510702,K1
2025-03-28T19:06:55.1291700+00:00,9,-57,2.104621641,K1
2025-03-28T19:06:55.5660550+00:00,17,-75.5,0.006135923,K1
2025-03-28T19:06:55.9328470+00:00,9,-59,1.981903178,K1
2025-03-28T19:06:56.5635490+00:00,9,-60,3.288854809,K1
2025-03-28T19:06:57.2089090+00:00,9,-54.5,1.920543946,K1
2025-03-28T19:06:57.8347190+00:00,9,-56,1.589204096,K1
2025-03-28T19:06:58.4625380+00:00,9,-57.5,2.098485718,K1
2025-03-28T19:06:59.1112910+00:00,9,-56.5,2.147573103,K1
2025-03-28T19:06:59.8548910+00:00,9,-56,2.000310947,K1
2025-03-28T19:07:00.4632470+00:00,9,-56.5,2.110757564,K1
2025-03-28T19:07:01.1042670+00:00,9,-56.5,2.12302941,K1
2025-03-28T19:07:01.7462400+00:00,9,-56.5,2.190524565,K1
2025-03-28T19:07:02.3685950+00:00,9,-56.5,1.828505099,K1
2025-03-28T19:07:03.0004920+00:00,9,-56.5,2.092349795,K1
2025-03-28T19:07:03.7517360+00:00,9,-56.5,1.877592484,K1
2025-03-28T19:07:04.3698980+00:00,9,-56,1.859184715,K1
2025-03-28T19:07:04.9943220+00:00,9,-54,1.748738098,K1
2025-03-28T19:07:05.6113000+00:00,9,-54.5,2.172116796,K1
2025-03-28T19:07:06.2903880+00:00,9,-61,3.522019889,K1
2025-03-28T19:07:06.9937520+00:00,9,-52.5,1.718058482,K1
2025-03-28T19:07:07.2520710+00:00,9,-50.5,4.853515213,K1
2025-03-28T19:07:07.8542310+00:00,9,-50.5,1.662835174,K1
2025-03-28T19:07:08.1227020+00:00,17,-74,6.111379459,K1
2025-03-28T19:07:08.5111830+00:00,9,-49,1.509437095,K1
2025-03-28T19:07:08.7596920+00:00,17,-74,6.129787228,K1
2025-03-28T19:07:09.1084240+00:00,9,-49,1.497165249,K1
2025-03-28T19:07:09.3569960+00:00,17,-73.5,0.165669925,K1
2025-03-28T19:07:09.7745350+00:00,9,-48.5,1.509437095,K1
2025-03-28T19:07:10.0521930+00:00,17,-74.5,6.117515382,K1
2025-03-28T19:07:10.4634150+00:00,9,-48.5,1.521708942,K1
2025-03-28T19:07:10.7097860+00:00,17,-73.5,6.031612458,K1
2025-03-28T19:07:11.2402980+00:00,9,-48.5,1.435806017,K1
2025-03-28T19:07:11.4990260+00:00,17,-74,0.042951462,K1
2025-03-28T19:07:11.8853070+00:00,9,-48.5,1.546252634,K1
2025-03-28T19:07:12.1255990+00:00,17,-74,6.056156151,K1
2025-03-28T19:07:12.5463040+00:00,9,-49,1.662835174,K1
2025-03-28T19:07:13.1507210+00:00,9,-51.5,1.846912869,K1
2025-03-28T19:07:13.9105590+00:00,9,-66.5,5.267690026,K1
2025-03-28T19:07:14.1172180+00:00,17,-68,6.264777538,K1
2025-03-28T19:07:14.6126650+00:00,9,-66.5,6.123651305,K1
2025-03-28T19:07:14.8349300+00:00,17,-68.5,0.260776734,K1
2025-03-28T19:07:15.0442290+00:00,17,-66.5,0.6626797,K1
2025-03-28T19:07:15.4181300+00:00,9,-63,5.577554145,K1
2025-03-28T19:07:15.6331960+00:00,17,-68,0.404970928,K1
2025-03-28T19:07:16.0578500+00:00,9,-61,5.283029833,K1
2025-03-28T19:07:16.3378790+00:00,17,-70,4.111068512,K1
2025-03-28T19:07:16.7576660+00:00,9,-60,5.117359908,K1
2025-03-28T19:07:16.9814110+00:00,17,-68,0.628932123,K1
2025-03-28T19:07:17.2523890+00:00,1,-61.5,3.994485972,K1
2025-03-28T19:07:17.3893760+00:00,9,-60,4.638757903,K1
2025-03-28T19:07:17.5846280+00:00,17,-66.5,0.809941856,K1
2025-03-28T19:07:17.8881920+00:00,1,-63,0.607456392,K1
2025-03-28T19:07:17.9910770+00:00,9,-60,4.951689983,K1
2025-03-28T19:07:18.2281120+00:00,17,-69,0.760854471,K1
2025-03-28T19:07:18.6466230+00:00,9,-65,1.761009944,K1
2025-03-28T19:07:18.9926420+00:00,17,-71,0.56450493,K1
2025-03-28T19:07:19.6238530+00:00,17,-68.5,0.362019466,K1
2025-03-28T19:07:20.1148790+00:00,9,-65.5,0.757786509,K1
2025-03-28T19:07:20.3122440+00:00,17,-71.5,5.84139884,K1
2025-03-28T19:07:20.8880790+00:00,9,-68,5.29530168,K1
2025-03-28T19:07:22.2746290+00:00,9,-66,4.657165672,K1
2025-03-28T19:07:23.0445210+00:00,9,-63,4.252194744,K1
2025-03-28T19:07:23.7421790+00:00,9,-63.5,3.982214125,K1
2025-03-28T19:07:24.4512560+00:00,9,-64,4.540583132,K1
2025-03-28T19:07:25.1589030+00:00,9,-63,3.969942279,K1
2025-03-28T19:07:25.8302420+00:00,9,-62.5,4.270602513,K1
2025-03-28T19:07:26.5757280+00:00,9,-64.5,4.325825822,K1
2025-03-28T19:07:26.8196090+00:00,9,-63.5,1.36217494,K1
2025-03-28T19:07:27.3561100+00:00,9,-66,4.405592823,K1
2025-03-28T19:07:28.0053580+00:00,9,-62,5.000777369,K1
2025-03-28T19:07:28.6436070+00:00,9,-66.5,4.727728788,K1
2025-03-28T19:07:29.3112840+00:00,9,-65,1.132077821,K1
2025-03-28T19:07:29.9819570+00:00,9,-63.5,5.795379417,K1
2025-03-28T19:07:30.8476050+00:00,9,-61.5,6.142059075,K1
2025-03-28T19:07:31.5003800+00:00,9,-59,0.638136008,K1
2025-03-28T19:07:32.1473780+00:00,9,-60,0.404970928,K1
2025-03-28T19:07:32.7990800+00:00,9,-59.5,6.056156151,K1
2025-03-28T19:07:33.4533930+00:00,9,-59,6.068427997,K1
2025-03-28T19:07:34.1585050+00:00,9,-59.5,6.185010537,K1
2025-03-28T19:07:35.0396020+00:00,9,-59.5,0.122718463,K1
2025-03-28T19:07:35.6696520+00:00,9,-59,0.079767001,K1
2025-03-28T19:07:36.4383250+00:00,9,-60.5,0.251572849,K1
2025-03-28T19:07:37.1021560+00:00,9,-59,0.085902924,K1
2025-03-28T19:07:37.7645180+00:00,9,-60,0.429514621,K1
2025-03-28T19:07:38.6179960+00:00,9,-60,6.252505691,K1
2025-03-28T19:07:39.3769630+00:00,9,-62,6.117515382,K1
2025-03-28T19:07:39.7223820+00:00,17,-76,0.079767001,K1
2025-03-28T19:07:40.0817900+00:00,9,-67,5.632777453,K1
2025-03-28T19:07:40.7312150+00:00,9,-68.5,5.17871914,K1
2025-03-28T19:07:42.1181570+00:00,9,-70.5,5.565282298,K1
2025-03-28T19:07:42.9565950+00:00,9,-70.5,6.000932842,K1
2025-03-28T19:07:43.6780480+00:00,9,-71,5.85980661,K1
2025-03-28T19:07:45.1053860+00:00,9,-70,5.890486225,K1
2025-03-28T19:07:45.8233010+00:00,9,-70,6.092971689,K1
2025-03-28T19:07:46.6451260+00:00,9,-69.5,5.822991071,K1
2025-03-28T19:07:48.1770740+00:00,9,-70.5,5.810719225,K1
2025-03-28T19:07:48.8631910+00:00,9,-69.5,5.890486225,K1
2025-03-28T19:07:49.5681900+00:00,9,-70.5,6.17273869,K1
2025-03-28T19:07:50.3827610+00:00,9,-70.5,5.019185138,K1
2025-03-28T19:07:51.0792370+00:00,9,-72.5,5.172583217,K1
2025-03-28T19:07:51.6684240+00:00,9,-61.5,1.932815793,K1
2025-03-28T19:07:52.2999090+00:00,9,-61,1.589204096,K1
2025-03-28T19:07:53.0037410+00:00,9,-62,2.129165334,K1
2025-03-28T19:07:53.6010170+00:00,9,-62.5,1.834641022,K1
2025-03-28T19:07:54.4969400+00:00,9,-61,1.859184715,K1
2025-03-28T19:07:55.1425020+00:00,9,-62,1.822369176,K1
2025-03-28T19:07:55.8951670+00:00,9,-62,2.215068258,K1
2025-03-28T19:07:56.6586270+00:00,9,-62.5,2.116893487,K1
2025-03-28T19:07:57.3601060+00:00,9,-61.5,2.503456646,K1
2025-03-28T19:07:58.2181910+00:00,9,-63,5.488583259,K1
2025-03-28T19:07:58.8622930+00:00,9,-63,1.945087639,K1
2025-03-28T19:07:59.4809090+00:00,9,-59.5,1.846912869,K1
2025-03-28T19:08:00.3220620+00:00,9,-71,1.319223478,K1
2025-03-28T19:08:00.8394450+00:00,9,-62.5,1.282407939,K1
2025-03-28T19:08:01.5331240+00:00,9,-66,1.242524438,K1
2025-03-28T19:08:01.8193080+00:00,17,-76.5,4.957825906,K1
2025-03-28T19:08:02.3850790+00:00,9,-66,1.300815708,K1
2025-03-28T19:08:02.6700850+00:00,17,-75,5.068272523,K1
2025-03-28T19:08:03.1178210+00:00,9,-67,1.417398248,K1
2025-03-28T19:08:03.4432010+00:00,17,-75,1.920543946,K1
2025-03-28T19:08:04.5155520+00:00,9,-66.5,4.420932631,K1
2025-03-28T19:08:05.1780350+00:00,9,-67,4.356505438,K1
2025-03-28T19:08:06.1359540+00:00,9,-67,1.153553552,K1
2025-03-28T19:08:06.7790800+00:00,9,-66.5,4.362641361,K1
2025-03-28T19:08:07.4816370+00:00,9,-66,1.34376717,K1
2025-03-28T19:08:08.2100290+00:00,9,-66.5,4.436272439,K1
2025-03-28T19:08:08.4946020+00:00,17,-74,1.969631332,K1
2025-03-28T19:08:08.9237640+00:00,9,-62.5,0.809941856,K1
2025-03-28T19:08:09.8355860+00:00,9,-69.5,1.306951631,K1
2025-03-28T19:08:10.4317540+00:00,9,-58.5,3.331806271,K1
2025-03-28T19:08:10.7130170+00:00,17,-71.5,5.197126909,K1
2025-03-28T19:08:11.0919030+00:00,9,-56,3.884039355,K1
2025-03-28T19:08:11.3154240+00:00,17,-69.5,5.482447336,K1
2025-03-28T19:08:11.8237620+00:00,9,-55,3.620194659,K1
2025-03-28T19:08:12.0693350+00:00,17,-74,5.681864838,K1
2025-03-28T19:08:12.4729810+00:00,9,-56,3.865631585,K1
2025-03-28T19:08:12.7611810+00:00,17,-74.5,5.418020143,K1
2025-03-28T19:08:13.1109730+00:00,9,-55.5,3.798136431,K1
2025-03-28T19:08:13.8599240+00:00,9,-55.5,3.779728661,K1
2025-03-28T19:08:14.1099140+00:00,17,-74,5.233942448,K1
2025-03-28T19:08:14.5260680+00:00,9,-55.5,3.669282045,K1
2025-03-28T19:08:14.8059070+00:00,17,-74,2.47277703,K1
2025-03-28T19:08:15.2129280+00:00,9,-55.5,3.865631585,K1
2025-03-28T19:08:15.4872090+00:00,17,-75.5,2.208932335,K1
2025-03-28T19:08:15.8925500+00:00,9,-55.5,3.730641276,K1
2025-03-28T19:08:16.2042310+00:00,17,-75,5.589825991,K1
2025-03-28T19:08:16.6050350+00:00,9,-56,3.571107274,K1
2025-03-28T19:08:17.2262920+00:00,9,-56,3.724505353,K1
2025-03-28T19:08:17.6447310+00:00,17,-74.5,5.460971605,K1
2025-03-28T19:08:18.0379790+00:00,9,-56,3.792000508,K1
2025-03-28T19:08:18.6694790+00:00,9,-56.5,3.755184969,K1
2025-03-28T19:08:18.9493350+00:00,17,-75.5,5.694136685,K1
2025-03-28T19:08:19.3593540+00:00,9,-55,3.60178689,K1
2025-03-28T19:08:19.6466640+00:00,17,-73,1.834641022,K1
2025-03-28T19:08:20.0532580+00:00,9,-53.5,3.638602429,K1
2025-03-28T19:08:20.2727070+00:00,17,-68.5,5.641981338,K1
2025-03-28T19:08:20.6779900+00:00,9,-56.5,3.202951885,K1
2025-03-28T19:08:20.9287170+00:00,17,-71,1.822369176,K1
2025-03-28T19:08:21.5021570+00:00,9,-55,1.846912869,K1
2025-03-28T19:08:21.7677570+00:00,17,-72,1.509437095,K1
2025-03-28T19:08:22.2502300+00:00,9,-53,1.754874021,K1
2025-03-28T19:08:22.4972660+00:00,17,-71.5,0.791534087,K1
2025-03-28T19:08:22.7894690+00:00,1,-63.5,0.159534002,K1
2025-03-28T19:08:22.9073220+00:00,9,-56,1.724194406,K1
2025-03-28T19:08:23.4497540+00:00,1,-61.5,6.221826076,K1
2025-03-28T19:08:23.5630390+00:00,9,-55,2.092349795,K1
2025-03-28T19:08:23.8554610+00:00,17,-75,1.092194321,K1
2025-03-28T19:08:24.0737050+00:00,1,-60.5,5.994796919,K1
