Timestamp,Antenna_ID,RSSI,Phase,Platform_ID,RSSI_KF,Phase_KF
2025-03-28 19:06:59.111291+00:00,9,-56.5,2.147573103,K1,-58.094571782311576,2.0744451245152655
2025-03-28 19:06:59.854891+00:00,9,-56.0,2.000310947,K1,-57.89532580495338,2.0673931166636303
2025-03-28 19:07:00.463247+00:00,9,-56.5,2.110757564,K1,-57.76259554663097,2.0715181563328833
2025-03-28 19:07:01.104267+00:00,9,-56.5,2.12302941,K1,-57.64249124377487,2.0764181603186738
2025-03-28 19:07:01.746240+00:00,9,-56.5,2.190524565,K1,-57.53381185335652,2.087272523160548
2025-03-28 19:07:02.368595+00:00,9,-56.5,1.828505099,K1,-57.435470581471726,2.0626572921282498
2025-03-28 19:07:03.000492+00:00,9,-56.5,2.092349795,K1,-57.34648401540166,2.0654817891470936
2025-03-28 19:07:03.751736+00:00,9,-56.5,1.877592484,K1,-57.2659622894856,2.0476088336555085
2025-03-28 19:07:04.369898+00:00,9,-56.0,1.859184715,K1,-57.14553772547815,2.0296850040706653
2025-03-28 19:07:04.994322+00:00,9,-54.0,1.748738098,K1,-56.84631869478047,2.0029599515522767
2025-03-28 19:07:05.611300+00:00,9,-54.5,2.172116796,K1,-56.62312531201685,2.0190509831814816
2025-03-28 19:07:06.290388+00:00,9,-61.0,3.522019889,K1,-57.039475175194674,2.162020783074568
2025-03-28 19:07:06.993752+00:00,9,-52.5,1.718058482,K1,-56.607657953358164,2.1197889038261164
2025-03-28 19:07:07.252071+00:00,9,-50.5,4.853515213,K1,-56.02666746711022,2.3798344056804632
2025-03-28 19:07:07.854231+00:00,9,-50.5,1.662835174,K1,-55.50094365553338,2.3116299097125137
2025-03-28 19:07:08.122702+00:00,17,-74.0,6.111379459,K1,-57.260664946865724,2.673080789103543
2025-03-28 19:07:08.511183+00:00,9,-49.0,1.509437095,K1,-56.474869838354124,2.5623892734981473
2025-03-28 19:07:08.759692+00:00,17,-74.0,6.129787228,K1,-58.14194647753866,2.901737725565006
2025-03-28 19:07:09.108424+00:00,9,-49.0,1.497165249,K1,-57.27231953218599,2.768127878327033
2025-03-28 19:07:09.356996+00:00,17,-73.5,0.165669925,K1,-58.81597637048152,2.5205692685800765
2025-03-28 19:07:09.774535+00:00,9,-48.5,1.509437095,K1,-57.83466992316927,2.4243853994643834
2025-03-28 19:07:10.052193+00:00,17,-74.5,6.117515382,K1,-59.419958146373816,2.775694100887399
2025-03-28 19:07:10.463415+00:00,9,-48.5,1.521708942,K1,-58.381197979757,2.656408860493557
2025-03-28 19:07:10.709786+00:00,17,-73.5,6.031612458,K1,-59.819372842250345,2.977474839347672
2025-03-28 19:07:11.240298+00:00,9,-48.5,1.435806017,K1,-58.7426183838536,2.8308237129144076
2025-03-28 19:07:11.499026+00:00,17,-74.0,0.042951462,K1,-60.19397561959425,2.5656275825768655
2025-03-28 19:07:11.885307+00:00,9,-48.5,1.546252634,K1,-59.08158710123198,2.4686596201327657
2025-03-28 19:07:12.125599+00:00,17,-74.0,6.056156151,K1,-60.50069996418089,2.8099199477081402
2025-03-28 19:07:12.546304+00:00,9,-49.0,1.662835174,K1,-59.406696777459004,2.700803598113306
2025-03-28 19:07:13.150721+00:00,9,-51.5,1.846912869,K1,-58.654572863442965,2.6195773091333585
2025-03-28 19:07:13.910559+00:00,9,-66.5,5.267690026,K1,-59.400868507648916,2.871478824699693
2025-03-28 19:07:14.117218+00:00,17,-68.0,6.264777538,K1,-60.21886021989011,3.194266100031783
2025-03-28 19:07:14.612665+00:00,9,-66.5,6.123651305,K1,-60.81635315137145,3.4729236390817926
2025-03-28 19:07:14.834930+00:00,17,-68.5,0.260776734,K1,-61.547259458311515,3.167368415371667
2025-03-28 19:07:15.044229+00:00,17,-66.5,0.6626797,K1,-62.01838851588969,2.929110096756526
2025-03-28 19:07:15.418130+00:00,9,-63.0,5.577554145,K1,-62.111764231722994,3.181043130194229
2025-03-28 19:07:15.633196+00:00,17,-68.0,0.404970928,K1,-62.671882199736054,2.916969478570466
2025-03-28 19:07:16.057850+00:00,9,-61.0,5.283029833,K1,-62.512844535938946,3.1420407851678105
2025-03-28 19:07:16.337879+00:00,17,-70.0,4.111068512,K1,-63.22505961525376,3.2342194720719153
2025-03-28 19:07:16.757666+00:00,9,-60.0,5.117359908,K1,-62.91827607099607,3.4133530591028416
2025-03-28 19:07:16.981411+00:00,17,-68.0,0.628932123,K1,-63.40167466322838,3.148485234817452
2025-03-28 19:07:17.252389+00:00,1,-61.5,3.994485972,K1,-63.22077800927169,3.228960988930623
2025-03-28 19:07:17.389376+00:00,9,-60.0,4.638757903,K1,-62.91440175244897,3.363067810378549
2025-03-28 19:07:17.584628+00:00,17,-66.5,0.809941856,K1,-63.25548150597201,3.120201903182315
2025-03-28 19:07:17.888192+00:00,1,-63.0,0.607456392,K1,-63.231178847651,2.8811771824943375
2025-03-28 19:07:17.991077+00:00,9,-60.0,4.951689983,K1,-62.923813211889,3.078134551085509
2025-03-28 19:07:18.228112+00:00,17,-69.0,0.760854471,K1,-63.501810005998415,2.8577034642789374
2025-03-28 19:07:18.646623+00:00,9,-65.0,1.761009944,K1,-63.6443252122778,2.7533805787346526
2025-03-28 19:07:18.992642+00:00,17,-71.0,0.56450493,K1,-64.34403320251499,2.545163953441255
2025-03-28 19:07:19.623853+00:00,17,-68.5,0.362019466,K1,-64.73936921984607,2.3374925044187034
2025-03-28 19:07:20.114879+00:00,9,-65.5,0.757786509,K1,-64.8117241634581,2.1872230948650024
2025-03-28 19:07:20.312244+00:00,17,-71.5,5.84139884,K1,-65.44794588053972,2.5348262774947856
2025-03-28 19:07:20.888079+00:00,9,-68.0,5.29530168,K1,-65.69070982952299,2.7974162847651107
2025-03-28 19:07:22.274629+00:00,9,-66.0,4.657165672,K1,-65.72013103285647,2.9743248001142417
2025-03-28 19:07:23.044521+00:00,9,-63.0,4.252194744,K1,-65.46137878060101,3.0958820788173824
2025-03-28 19:07:23.742179+00:00,9,-63.5,3.982214125,K1,-65.27480277713781,3.1801943455522337
