Timestamp,Antenna_ID,RSSI,Phase,Label
2025-03-04T13:18:06.7022130+00:00,1,-61,2.509592569,S1
2025-03-04T13:18:06.7777860+00:00,1,-61,2.485048876,S1
2025-03-04T13:18:07.1397190+00:00,1,-60.5,2.546408108,S1
2025-03-04T13:18:07.3172360+00:00,1,-61,2.485048876,S1
2025-03-04T13:18:08.1061480+00:00,1,-60.5,2.509592569,S1
2025-03-04T13:18:08.2143440+00:00,1,-60.5,2.478912953,S1
2025-03-04T13:18:08.6646900+00:00,1,-60,2.607767339,S1
2025-03-04T13:18:08.8073970+00:00,1,-60,2.497320723,S1
2025-03-04T13:18:09.1435550+00:00,1,-60.5,2.497320723,S1
2025-03-04T13:18:09.2823470+00:00,1,-60.5,2.466641107,S1
2025-03-04T13:18:09.6321110+00:00,1,-61,2.4911848,S1
2025-03-04T13:18:09.7609010+00:00,1,-60.5,2.4911848,S1
2025-03-04T13:18:10.0930820+00:00,1,-60.5,2.503456646,S1
2025-03-04T13:18:10.1972570+00:00,1,-60,2.4911848,S1
2025-03-04T13:18:10.6447490+00:00,1,-61,2.515728492,S1
2025-03-04T13:18:10.7456600+00:00,1,-60.5,2.460505184,S1
2025-03-04T13:18:11.0931950+00:00,1,-60.5,2.503456646,S1
2025-03-04T13:18:11.2085200+00:00,1,-60,2.442097414,S1
2025-03-04T13:18:11.5657630+00:00,1,-60.5,2.460505184,S1
2025-03-04T13:18:11.6848760+00:00,1,-60.5,2.478912953,S1
2025-03-04T13:18:12.0117770+00:00,1,-60,2.4911848,S1
2025-03-04T13:18:12.1715980+00:00,1,-60,2.466641107,S1
2025-03-04T13:18:12.5108140+00:00,1,-61,2.583223647,S1
2025-03-04T13:18:12.6040450+00:00,1,-60.5,2.638446955,S1
2025-03-04T13:18:12.9737020+00:00,1,-60,2.669126571,S1
2025-03-04T13:18:13.1147280+00:00,1,-64,2.847068342,S1
2025-03-04T13:18:13.5273920+00:00,1,-57,0.828349625,S1
2025-03-04T13:18:13.6235890+00:00,1,-56,0.975611781,S1
2025-03-04T13:18:13.9636630+00:00,1,-61,1.214912784,S1
2025-03-04T13:18:14.1058450+00:00,1,-64,1.208776861,S1
2025-03-04T13:18:14.5803500+00:00,1,-67.5,3.644738352,S1
2025-03-04T13:18:14.6751890+00:00,1,-66.5,3.632466506,S1
2025-03-04T13:18:15.0504450+00:00,1,-68.5,3.36862181,S1
2025-03-04T13:18:15.1987900+00:00,1,-69,4.227651051,S1
2025-03-04T13:18:15.6013010+00:00,1,-66,4.068117049,S1
2025-03-04T13:18:15.7564420+00:00,1,-66,4.025165587,S1
2025-03-04T13:18:16.2820640+00:00,1,-66,3.828816047,S1
2025-03-04T13:18:16.4801870+00:00,1,-65.5,4.074252973,S1
2025-03-04T13:18:16.9380630+00:00,1,-65,3.841087893,S1
2025-03-04T13:18:17.0923920+00:00,1,-67,3.914718971,S1
2025-03-04T13:18:17.4818550+00:00,1,-65.5,3.859495662,S1
2025-03-04T13:18:17.6057160+00:00,1,-65.5,3.693825737,S1
2025-03-04T13:18:17.9572340+00:00,1,-66,3.871767509,S1
2025-03-04T13:18:18.0368480+00:00,1,-66.5,3.687689814,S1
2025-03-04T13:18:18.4917030+00:00,1,-66.5,3.841087893,S1
2025-03-04T13:18:18.8864810+00:00,1,-66,3.785864585,S1
2025-03-04T13:18:19.3726140+00:00,1,-66.5,3.767456815,S1
2025-03-04T13:18:19.5029440+00:00,1,-65.5,3.884039355,S1
2025-03-04T13:18:19.8973910+00:00,1,-66,3.71836943,S1
2025-03-04T13:18:20.1283690+00:00,1,-66,3.767456815,S1
2025-03-04T13:18:21.0799520+00:00,1,-66,3.93312674,S1
2025-03-04T13:18:21.2543950+00:00,1,-66.5,3.742913122,S1
2025-03-04T13:18:21.8520980+00:00,1,-66.5,3.871767509,S1
2025-03-04T13:18:22.1191350+00:00,1,-65.5,4.000621895,S1
2025-03-04T13:18:22.6178410+00:00,1,-66,3.926990817,S1
2025-03-04T13:18:22.7990770+00:00,1,-66.5,3.945398586,S1
2025-03-04T13:18:23.2369520+00:00,1,-65.5,3.93312674,S1
2025-03-04T13:18:23.4402230+00:00,1,-67.5,4.04970928,S1
2025-03-04T13:18:23.7871340+00:00,1,-69,3.546563582,S1
2025-03-04T13:18:23.8934470+00:00,1,-70,2.840932419,S1
2025-03-04T13:18:24.2115070+00:00,1,-62,1.288543862,S1
2025-03-04T13:18:24.2533530+00:00,1,-61.5,1.141281706,S1
2025-03-04T13:18:24.5908400+00:00,1,-65.5,0.484737929,S1
2025-03-04T13:18:24.7556840+00:00,1,-58.5,5.632777453,S1
2025-03-04T13:18:25.1164000+00:00,1,-64.5,0.006135923,S1
2025-03-04T13:18:25.1756940+00:00,1,-66,0.042951462,S1
2025-03-04T13:18:25.4993420+00:00,1,-64.5,0.147262156,S1
2025-03-04T13:18:25.7623070+00:00,1,-65.5,5.902758072,S1
2025-03-04T13:18:26.1542040+00:00,1,-67,0.030679616,S1
2025-03-04T13:18:26.2740920+00:00,1,-67.5,0.092038847,S1
2025-03-04T13:18:26.6780470+00:00,1,-66.5,0.128854386,S1
2025-03-04T13:18:26.7672170+00:00,1,-66,0.073631078,S1
2025-03-04T13:18:27.0598390+00:00,1,-65.5,0.184077695,S1
2025-03-04T13:18:27.1521210+00:00,1,-66,0.21475731,S1
2025-03-04T13:18:27.4570770+00:00,1,-66,0.061359232,S1
2025-03-04T13:18:27.5804220+00:00,1,-66,0.055223308,S1
2025-03-04T13:18:27.8949650+00:00,1,-66,0.11658254,S1
2025-03-04T13:18:28.0226060+00:00,1,-65.5,0.184077695,S1
2025-03-04T13:18:28.4235700+00:00,1,-66.5,0.110446617,S1
2025-03-04T13:18:28.4710750+00:00,1,-65.5,0.165669925,S1
2025-03-04T13:18:28.8252390+00:00,1,-65,0.061359232,S1
2025-03-04T13:18:28.8920360+00:00,1,-66,0.184077695,S1
2025-03-04T13:18:29.1977190+00:00,1,-66,0.110446617,S1
2025-03-04T13:18:29.3105050+00:00,1,-65.5,0.159534002,S1
2025-03-04T13:18:29.6024520+00:00,1,-66,0.159534002,S1
2025-03-04T13:18:29.7466070+00:00,1,-66,0.147262156,S1
2025-03-04T13:18:30.0337900+00:00,1,-66.5,0.245436926,S1
2025-03-04T13:18:30.1049720+00:00,1,-65,0.202485464,S1
2025-03-04T13:18:30.4412300+00:00,1,-66.5,0.177941771,S1
2025-03-04T13:18:30.6562960+00:00,1,-66,0.165669925,S1
2025-03-04T13:18:30.9706290+00:00,1,-66.5,0.134990309,S1
2025-03-04T13:18:31.0602270+00:00,1,-66.5,0.227029157,S1
2025-03-04T13:18:31.3620220+00:00,1,-66.5,0.177941771,S1
2025-03-04T13:18:31.4511600+00:00,1,-67,0.276116542,S1
2025-03-04T13:18:31.7677300+00:00,1,-66.5,0.134990309,S1
2025-03-04T13:18:31.8775170+00:00,1,-67.5,0.141126232,S1
2025-03-04T13:18:32.2393890+00:00,1,-66.5,0.177941771,S1
2025-03-04T13:18:32.3140720+00:00,1,-67.5,0.030679616,S1
2025-03-04T13:18:32.6074400+00:00,1,-66.5,6.264777538,S1
2025-03-04T13:18:32.7887120+00:00,1,-66.5,6.092971689,S1
2025-03-04T13:18:33.1168850+00:00,1,-66.5,6.270913461,S1
2025-03-04T13:18:33.3207480+00:00,1,-64.5,0.171805848,S1
2025-03-04T13:18:33.7313270+00:00,1,-66.5,5.908893995,S1
2025-03-04T13:18:33.7941840+00:00,1,-65.5,5.847534763,S1
2025-03-04T13:18:34.1843300+00:00,1,-65.5,0.846757395,S1
2025-03-04T13:18:34.3341180+00:00,1,-73,4.795223943,S1
2025-03-04T13:18:34.7350710+00:00,1,-61.5,4.651029749,S1
2025-03-04T13:18:34.8904000+00:00,1,-64,5.074408446,S1
2025-03-04T13:18:35.3302850+00:00,1,-62,5.620505607,S1
2025-03-04T13:18:35.3798800+00:00,1,-61.5,5.516194913,S1
2025-03-04T13:18:35.7422500+00:00,1,-61,5.460971605,S1
2025-03-04T13:18:35.9367770+00:00,1,-62,5.387340527,S1
2025-03-04T13:18:36.2895310+00:00,1,-61.5,5.436427912,S1
2025-03-04T13:18:36.5372100+00:00,1,-62,5.375068681,S1
2025-03-04T13:18:36.8561210+00:00,1,-62,5.246214295,S1
2025-03-04T13:18:36.9951560+00:00,1,-62,5.29530168,S1
2025-03-04T13:18:37.4515820+00:00,1,-62.5,5.39347645,S1
2025-03-04T13:18:37.5757760+00:00,1,-62,5.418020143,S1
2025-03-04T13:18:37.8651060+00:00,1,-62,5.39347645,S1
2025-03-04T13:18:37.9983300+00:00,1,-61.5,5.51005899,S1
2025-03-04T13:18:38.4119760+00:00,1,-62.5,5.319845372,S1
2025-03-04T13:18:38.4771350+00:00,1,-61.5,5.301437603,S1
2025-03-04T13:18:38.7993320+00:00,1,-62,5.344389065,S1
2025-03-04T13:18:38.8786600+00:00,1,-61.5,5.356660911,S1
2025-03-04T13:18:39.2271080+00:00,1,-62,5.41188422,S1
2025-03-04T13:18:39.2954010+00:00,1,-61.5,5.29530168,S1
2025-03-04T13:18:39.6416820+00:00,1,-61.5,5.332117219,S1
2025-03-04T13:18:39.7640300+00:00,1,-62,5.368932758,S1
2025-03-04T13:18:40.1561450+00:00,1,-62,5.319845372,S1
2025-03-04T13:18:40.2973590+00:00,1,-62,5.39347645,S1
2025-03-04T13:18:40.6235550+00:00,1,-61.5,5.29530168,S1
2025-03-04T13:18:40.7917560+00:00,1,-62,5.338253142,S1
2025-03-04T13:18:41.1161520+00:00,1,-61.5,5.338253142,S1
2025-03-04T13:18:41.2472770+00:00,1,-62,5.29530168,S1
